name,path,category,role,description,rationale,integrationStrategy,status,date,commit
antigravity-jules-orchestration,submodules/jules-autopilot/external/antigravity-jules-orchestration,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/antigravity-jules-orchestration (Version: v2.6.1-11-g71f92ab)",Project dependency,Git Submodule,Active,2025-12-27 23:45:58 -0500,71f92ab85e64f9e44329a70b6b50871131c68907
gemini-cli-jules,submodules/jules-autopilot/external/gemini-cli-jules,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/gemini-cli-jules (Version: v0.1.0-3-g9f2fc14)",Project dependency,Git Submodule,Active,2025-10-30 09:11:17 -0400,9f2fc14a41e8b604bdaf2d50ae6041cdc5507175
google-jules-mcp,submodules/jules-autopilot/external/google-jules-mcp,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/google-jules-mcp (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-04 14:47:05 +0100,39b4251a78a9d159b77b97063213691557117fd8
jules-action,submodules/jules-autopilot/external/jules-action,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules-action (Version: ai-assisted)",Project dependency,Git Submodule,Active,2025-12-13 14:42:23 -0800,bff7875eaa123cac6742b7cfc51005b95ba4d566
jules-awesome-list,submodules/jules-autopilot/external/jules-awesome-list,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules-awesome-list (Version: heads/main)",Project dependency,Git Submodule,Active,2025-05-20 21:01:03 -0700,0118486377fdb4cf20432b2c3e85a18aa01f984d
jules-mcp-server,submodules/jules-autopilot/external/jules-mcp-server,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules-mcp-server (Version: v0.1.6)",Project dependency,Git Submodule,Active,2025-10-15 21:07:03 +0200,577978905479f0a2e11712da155baef757663217
jules-system-prompt,submodules/jules-autopilot/external/jules-system-prompt,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules-system-prompt (Version: v1.0.0-alpha-2-gde4a2bf)",Project dependency,Git Submodule,Active,2025-12-08 18:22:13 -0500,de4a2bfd2449d7fedc7032ac01c1de4ec288e009
jules-task-queue,submodules/jules-autopilot/external/jules-task-queue,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules-task-queue (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-14 21:59:46 -0600,f11d2ad87b31347ab5793058b44044ad586f7548
jules_mcp,submodules/jules-autopilot/external/jules_mcp,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/external/jules_mcp (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-04 23:25:46 -0400,db115769c46afa4031877e6eac2cbc54684a6a14
jules-sdk-reference,submodules/jules-autopilot/jules-sdk-reference,Core Submodule,Submodule,"Submodule at submodules/jules-autopilot/jules-sdk-reference (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-04 15:49:11 -0500,51685d61ec9d9e3ea523ef410c22bea1e8a15274
mcp-agent,submodules/mcp-agent,Core Submodule,Submodule,"Submodule at submodules/mcp-agent (Version: v0.2.6-3-g04cae7ea)",Project dependency,Git Submodule,Active,2025-12-09 16:21:05 -0500,04cae7ea5ba3a5c4e62c22884938699c73705651
mcp-hub,submodules/mcp-hub,Core Submodule,Submodule,"Submodule at submodules/mcp-hub (Version: v4.2.1)",Project dependency,Git Submodule,Active,2025-08-22 05:48:09 +0000,9c7670a4c341ed3cf738a6242c0fde1cea40bccf
mcp-launcher,submodules/mcp-launcher,Core Submodule,Submodule,"Submodule at submodules/mcp-launcher (Version: heads/main)",Project dependency,Git Submodule,Active,2025-04-30 14:45:08 +0800,71e3ada7fc774693398f2250b8318fdc414a1145
mcp-manager,submodules/mcp-manager,Core Submodule,Submodule,"Submodule at submodules/mcp-manager (Version: heads/main)",Project dependency,Git Submodule,Active,2025-03-28 15:59:33 +0100,66b4d03954831995f66ca70e7691641a3352c4f0
mcp-router,submodules/mcp-router,Core Submodule,Submodule,"Submodule at submodules/mcp-router (Version: v0.6.1-5-g301f856)",Project dependency,Git Submodule,Active,2025-12-02 22:32:56 +0900,301f8561a95bb0e5c67c2fff3d3317b7bf1cf5a7
mcp-shark,submodules/mcp-shark,Core Submodule,Submodule,"Submodule at submodules/mcp-shark (Version: 1.5.9)",Project dependency,Git Submodule,Active,2025-12-24 18:57:58 +0000,6d7abfc9d52349c99830d3e468c3342719c7842b
mcp-zen,submodules/mcp-zen,Core Submodule,Submodule,"Submodule at submodules/mcp-zen (Version: heads/main)",Project dependency,Git Submodule,Active,2025-06-14 05:21:59 +0100,60e03b0e430fd60e8aae2ba9b94fda10c7b43b8e
mcpc,submodules/mcpc,Core Submodule,Submodule,"Submodule at submodules/mcpc (Version: v0.1.6-5-g5eccff2)",Project dependency,Git Submodule,Active,2026-01-02 16:36:56 -0800,5eccff2294df800182f519e9103efb17aa1c8889
mcpenetes,submodules/mcpenetes,Core Submodule,Submodule,"Submodule at submodules/mcpenetes (Version: v1.0.3-55-gf0fd60e)",Project dependency,Git Submodule,Active,2025-12-28 02:26:18 -0500,f0fd60eba211ad0d84d48afe31a617e4a75b7d4b
metamcp,submodules/metamcp,Core Submodule,Submodule,"Submodule at submodules/metamcp (Version: v2.4.21-55-g8bd1d39)",Project dependency,Git Submodule,Active,2025-12-15 16:59:38 -0500,8bd1d39de5964084b0a6ace279723e82a6d7f1b4
opencode-autopilot,submodules/opencode-autopilot,Core Submodule,Submodule,"Submodule at submodules/opencode-autopilot (Version: c1b189f)",Project dependency,Git Submodule,Active,2026-01-03 18:45:55 -0500,c1b189f6bdbbd860cc03d5d2e4de1b6c208bcdf4
openai-node,submodules/opencode-autopilot/src/submodules/openai-node,Core Submodule,Submodule,"Submodule at submodules/opencode-autopilot/src/submodules/openai-node (Version: v4.1.0-1320-gcb3987b4)",Project dependency,Git Submodule,Active,2025-12-19 03:28:02 +0000,cb3987b4840aedd3ca8400ca8fa444fd927ada73
opencode-autopilot-backup,submodules/opencode-autopilot-backup,Core Submodule,Submodule,"Submodule at submodules/opencode-autopilot-backup (Version: c1b189f)",Project dependency,Git Submodule,Active,2026-01-03 18:45:55 -0500,c1b189f6bdbbd860cc03d5d2e4de1b6c208bcdf4
openai-node,submodules/opencode-autopilot-backup/src/submodules/openai-node,Core Submodule,Submodule,"Submodule at submodules/opencode-autopilot-backup/src/submodules/openai-node (Version: v4.1.0-1320-gcb3987b4)",Project dependency,Git Submodule,Active,2025-12-19 03:28:02 +0000,cb3987b4840aedd3ca8400ca8fa444fd927ada73
plandex,submodules/plandex,Core Submodule,Submodule,"Submodule at submodules/plandex (Version: cli/v2.2.1-3-ge2d77207)",Project dependency,Git Submodule,Active,2025-10-03 14:49:54 -0700,e2d772072efadbe41d2946d97d79be55532dbab5
quotio,submodules/quotio,Core Submodule,Submodule,"Submodule at submodules/quotio (Version: v0.3.2-1-g165e877)",Project dependency,Git Submodule,Active,2025-12-30 16:57:24 +0700,165e8770c6f9a3f97adcd0fca08befefd047125b
qwen-code,submodules/qwen-code,Core Submodule,Submodule,"Submodule at submodules/qwen-code (Version: v0.6.0-21-g105ad743)",Project dependency,Git Submodule,Active,2025-12-29 18:27:36 +0800,105ad743faa59f0a8f575f859d3b5869ff00acb9
software-agent-sdk,submodules/software-agent-sdk,Core Submodule,Submodule,"Submodule at submodules/software-agent-sdk (Version: 1.0.0-242-gcbc8cfb1)",Project dependency,Git Submodule,Active,2026-01-02 14:42:58 +0100,cbc8cfb140c4db7e6d8f7546db261a2693d1ffd9
supertorrent,submodules/supertorrent,Core Submodule,Submodule,"Submodule at submodules/supertorrent (Version: v9.17.0-204-g27e2479)",Project dependency,Git Submodule,Active,2025-12-17 21:17:21 -0500,27e2479a0293d49212f66a3b7f1cd6426268575d
trae-agent,submodules/trae-agent,Core Submodule,Submodule,"Submodule at submodules/trae-agent (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-24 10:58:02 +0800,d9b60cdd4cf1b1242d2b62764f407fa58c952278
web-ui,web-ui,Other,Submodule,"Submodule at web-ui (Version: v3.0.0)",Project dependency,Git Submodule,Active,2025-08-31 21:05:57 +0800,7eb62d4d5572a71cea200f65e8d1025b39979ff6
