name,path,category,role,description,rationale,integrationStrategy,status,date,commit
OmniParser,OmniParser,Other,Submodule,"Submodule at OmniParser (Version: v.2.0.1)",Project dependency,Git Submodule,Active,2025-09-09 16:51:59 -0400,b0d5c9f5701f7e2be4771872e6e928da77759df3
agent-sessions,external/agents_repos/agent-sessions,Agent,Submodule,"Submodule at external/agents_repos/agent-sessions (Version: v1.0-521-g1943003)",Project dependency,Git Submodule,Active,2025-12-29 14:34:23 -0800,1943003fd3599f28e067c1ea38619e603de9c571
agentic,external/agents_repos/agentic,Agent,Submodule,"Submodule at external/agents_repos/agentic (Version: v0.1.9-2-g3a39153)",Project dependency,Git Submodule,Active,2025-09-02 16:31:55 -0700,3a3915310d3d03d4a45114b7b0c0a17c34bf0e8b
claude-squad,external/agents_repos/claude-squad,Agent,Submodule,"Submodule at external/agents_repos/claude-squad (Version: v1.0.10-11-g9d7ca2d)",Project dependency,Git Submodule,Active,2025-12-24 16:14:38 -0500,9d7ca2d543df20b6d724008a6466f7a29c3c1666
humanlayer,external/agents_repos/humanlayer,Agent,Submodule,"Submodule at external/agents_repos/humanlayer (Version: v0.13.1-96-g5486c0ce)",Project dependency,Git Submodule,Active,2025-12-18 12:31:15 -0600,5486c0ce95b12cfc2597c7e0e3233c608446d1fd
maestro,external/agents_repos/maestro,Agent,Submodule,"Submodule at external/agents_repos/maestro (Version: v0.13.2-52-g4d67cce6)",Project dependency,Git Submodule,Active,2025-12-30 04:14:24 -0600,4d67cce6e115ad9e3c9874c9461cc3ec398e9ed1
mark-hingston-workflows,external/agents_repos/mark-hingston-workflows,Agent,Submodule,"Submodule at external/agents_repos/mark-hingston-workflows (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-19 13:17:33 +0000,1c3c167506d8e5ea575ab7aa1fa6316766cd2c6f
open-agents,external/agents_repos/open-agents,Agent,Submodule,"Submodule at external/agents_repos/open-agents (Version: v0.5.0-3-g6465208)",Project dependency,Git Submodule,Active,2025-12-30 00:03:48 +0000,6465208342906078e52d92576fa88d8514c6a628
openchamber,external/agents_repos/openchamber,Agent,Submodule,"Submodule at external/agents_repos/openchamber (Version: v1.3.8-2-gf534e0b)",Project dependency,Git Submodule,Active,2025-12-30 01:35:31 +0200,f534e0bc319a62a91f71c5b93d71c10856fb4bc2
opencode-agents,external/agents_repos/opencode-agents,Agent,Submodule,"Submodule at external/agents_repos/opencode-agents (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-29 08:46:20 +0300,81f03c97ccc4b8c472522923c906e2ab3fbd5867
opencode-elf,external/agents_repos/opencode-elf,Agent,Submodule,"Submodule at external/agents_repos/opencode-elf (Version: v0.1.1-19-g9959573)",Project dependency,Git Submodule,Active,2025-12-28 14:18:30 +0000,9959573363631867929986e0f06b0638cb88bc04
opencode-maestro,external/agents_repos/opencode-maestro,Agent,Submodule,"Submodule at external/agents_repos/opencode-maestro (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-18 10:00:34 +1000,ee8cf684b6b036b58ea3fc8913b8a82912d24a3e
opencode-parallel-agents,external/agents_repos/opencode-parallel-agents,Agent,Submodule,"Submodule at external/agents_repos/opencode-parallel-agents (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-21 19:53:39 +0000,3b2fe5358c847d09adb034fd3e0bd0c3d5af25a6
opencodetisan,external/agents_repos/opencodetisan,Agent,Submodule,"Submodule at external/agents_repos/opencodetisan (Version: heads/main)",Project dependency,Git Submodule,Active,2024-02-26 09:45:15 +0800,bdf95fc79fdb903b14ad32afa602965543fb6d1c
personal-agent-systems,external/agents_repos/personal-agent-systems,Agent,Submodule,"Submodule at external/agents_repos/personal-agent-systems (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-12 22:55:34 +0100,5f6a35bb13b740eedca225116b51d9f116dead95
rse-agents,external/agents_repos/rse-agents,Agent,Submodule,"Submodule at external/agents_repos/rse-agents (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-12 09:36:16 -0600,7667eeff23207087fba205f662b2350e4cf2d0ff
subagents,external/agents_repos/subagents,Agent,Submodule,"Submodule at external/agents_repos/subagents (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-10 20:24:16 -0500,141203834ecc1f83539cc24a68a08cb83b0bf38f
anthropic,external/auth/anthropic,Auth,Submodule,"Submodule at external/auth/anthropic (Version: heads/master)",Project dependency,Git Submodule,Active,2025-12-07 22:41:02 -0600,4a68fcffb06127124272d42c19c26a0ab25d412e
copilot,external/auth/copilot,Auth,Submodule,"Submodule at external/auth/copilot (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-07 22:39:52 -0600,9d3ae3a417f08f8e3525d0eff1807a10f88e7c7d
gemini,external/auth/gemini,Auth,Submodule,"Submodule at external/auth/gemini (Version: v1.3.6-2-gb53d8e6)",Project dependency,Git Submodule,Active,2025-12-27 15:15:16 +0100,b53d8e623a7a11b1d8779d3425b709eec10319b1
openai-codex,external/auth/openai-codex,Auth,Submodule,"Submodule at external/auth/openai-codex (Version: v4.2.0-3-gca4ce05)",Project dependency,Git Submodule,Active,2025-12-22 07:51:39 +0000,ca4ce057060e189b32c71122bf01c6a51be542e8
opencode-antigravity-auth,external/auth/opencode-antigravity-auth,Auth,Submodule,"Submodule at external/auth/opencode-antigravity-auth (Version: v1.2.7-3-g0c521a6)",Project dependency,Git Submodule,Active,2026-01-02 23:10:45 +0700,0c521a648b17d043ecf033eaeccd2bb85075e1be
opencode-google-antigravity-auth,external/auth/opencode-google-antigravity-auth,Auth,Submodule,"Submodule at external/auth/opencode-google-antigravity-auth (Version: v0.2.12)",Project dependency,Git Submodule,Active,2026-01-01 09:33:52 +0200,31a1a89efef38f581ba7fc18509f0e98dd6abb44
Setup_Ultimate_OpenCode,external/config_repos/Setup_Ultimate_OpenCode,Config,Submodule,"Submodule at external/config_repos/Setup_Ultimate_OpenCode (Version: heads/master)",Project dependency,Git Submodule,Active,2025-12-25 15:08:32 +0700,b7bc0cf5725d54664bb2dbf37f20489aab53aedb
opencode-config-joelhooks,external/config_repos/opencode-config-joelhooks,Config,Submodule,"Submodule at external/config_repos/opencode-config-joelhooks (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-28 09:16:30 -0800,3732acb66ef4ce966be34d8c2ae406f6417b4430
opencode-config-nexxeln,external/config_repos/opencode-config-nexxeln,Config,Submodule,"Submodule at external/config_repos/opencode-config-nexxeln (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-25 02:31:36 +0530,a7139dcb0f217a14458604e808404dd7de308983
opencode-flake,external/config_repos/opencode-flake,Config,Submodule,"Submodule at external/config_repos/opencode-flake (Version: v1.0.203)",Project dependency,Git Submodule,Active,2025-12-26 13:02:46 +0000,57574d4c2d550b24487cb810e2cfcb7c259b0357
opencode-manager,external/config_repos/opencode-manager,Config,Submodule,"Submodule at external/config_repos/opencode-manager (Version: v0.5.4-2-g614c6eb)",Project dependency,Git Submodule,Active,2025-12-29 23:19:05 -0500,614c6ebce851dd823170348ee1a9800e20ecf5d1
opencode-plugin-template,external/config_repos/opencode-plugin-template,Config,Submodule,"Submodule at external/config_repos/opencode-plugin-template (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-23 14:32:28 +1030,1449f339a3ca8fd1870e61e5c0e80b88e1c23c94
opencode-template,external/config_repos/opencode-template,Config,Submodule,"Submodule at external/config_repos/opencode-template (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-28 19:48:41 +0700,1d00e3da6c0e24d4ee7de38e559337bee9495582
OpenCode-Hrishikesh,external/misc/OpenCode-Hrishikesh,Misc,Submodule,"Submodule at external/misc/OpenCode-Hrishikesh (Version: heads/main)",Project dependency,Git Submodule,Active,2023-01-28 03:00:10 +0530,f6af160c864c58a38d8e41ab186362cfba30834d
awesome-opencode,external/misc/awesome-opencode,Misc,Submodule,"Submodule at external/misc/awesome-opencode (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-21 00:47:11 +0000,56664b52230c1b0431562b373c1751117c032ce5
hephaestus,external/misc/hephaestus,Misc,Submodule,"Submodule at external/misc/hephaestus (Version: heads/main)",Project dependency,Git Submodule,Active,2021-10-31 13:32:54 +0530,cff3d6315e362c4164b9ee9511e6f4f838389bc7
ocmonitor-share,external/misc/ocmonitor-share,Misc,Submodule,"Submodule at external/misc/ocmonitor-share (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-24 11:23:17 +0300,93283222a07c0ab308ff43d25e124a3988f094e6
oh-my-opencode,external/misc/oh-my-opencode,Misc,Submodule,"Submodule at external/misc/oh-my-opencode (Version: v1.1.0-409-g048ed36)",Project dependency,Git Submodule,Active,2025-12-30 10:12:40 +0000,048ed36120b1bed2baeffc97eb9e7401c92d7cfb
openMode,external/misc/openMode,Misc,Submodule,"Submodule at external/misc/openMode (Version: 1.0.1)",Project dependency,Git Submodule,Active,2025-11-06 00:33:39 +0800,a70101bacb832a56e4b26c13adc41cc7ffa5717b
openapi-ts,external/misc/openapi-ts,Misc,Submodule,"Submodule at external/misc/openapi-ts (Version: @hey-api/openapi-ts@0.89.2-31-ga6de8a790)",Project dependency,Git Submodule,Active,2025-12-27 07:46:24 +0800,a6de8a7907986500261652faecfb75946e83ccd5
opencode-box,external/misc/opencode-box,Misc,Submodule,"Submodule at external/misc/opencode-box (Version: heads/main)",Project dependency,Git Submodule,Active,2025-07-26 16:29:54 -0300,720a096d4a75a430ce1aa416e748c1e9f1d64025
opencode-context-analysis,external/misc/opencode-context-analysis,Misc,Submodule,"Submodule at external/misc/opencode-context-analysis (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-28 12:57:47 +0000,3676b9f213298780cfbc0b8c5dbbb33980308885
opencode-intersystems,external/misc/opencode-intersystems,Misc,Submodule,"Submodule at external/misc/opencode-intersystems (Version: v0.1.0-beta.1-17-ga268e2b)",Project dependency,Git Submodule,Active,2020-03-18 16:47:08 +0100,a268e2ba3a33dd7ef23544faeae244cd89aed0f9
opencode-mobile,external/misc/opencode-mobile,Misc,Submodule,"Submodule at external/misc/opencode-mobile (Version: v1.0.0-140-g829521f)",Project dependency,Git Submodule,Active,2025-09-01 16:27:05 +0700,829521fba2f8f4abc51cdc518cd221ca4431cd5b
opencode-pty,external/misc/opencode-pty,Misc,Submodule,"Submodule at external/misc/opencode-pty (Version: v0.1.0)",Project dependency,Git Submodule,Active,2025-12-13 18:54:00 +0200,98d457affa0b2de619923aeaa8a0f2237904f637
opencode-roadmap,external/misc/opencode-roadmap,Misc,Submodule,"Submodule at external/misc/opencode-roadmap (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-26 18:12:38 +0000,790d2b2d08c9517bf5ded5a37b18e5941412498f
opencode-sessions,external/misc/opencode-sessions,Misc,Submodule,"Submodule at external/misc/opencode-sessions (Version: v1.0.0-1-g99b40df)",Project dependency,Git Submodule,Active,2025-10-30 08:54:27 +0800,99b40dfb1698c75360ae8b20dfd2c0dc70c414e6
opencode-supermemory,external/misc/opencode-supermemory,Misc,Submodule,"Submodule at external/misc/opencode-supermemory (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-28 20:04:23 -0800,7448e8c7bff8a61e8d4f5f9931312b968454486d
opencode-tokenscope,external/misc/opencode-tokenscope,Misc,Submodule,"Submodule at external/misc/opencode-tokenscope (Version: v1.5.0-3-g14120ae)",Project dependency,Git Submodule,Active,2025-12-29 12:46:18 +0100,14120ae954ea84de0267434a6fc69071c3123c68
opencode-vibe,external/misc/opencode-vibe,Misc,Submodule,"Submodule at external/misc/opencode-vibe (Version: @opencode-vibe/core@0.1.0-5-g76bfdb7)",Project dependency,Git Submodule,Active,2025-12-29 21:41:52 -0800,76bfdb7ff829cbeb238344592d8f4b713794f9af
opencode-wrapped,external/misc/opencode-wrapped,Misc,Submodule,"Submodule at external/misc/opencode-wrapped (Version: v1.2.0)",Project dependency,Git Submodule,Active,2025-12-28 13:51:21 +0200,a6040195d8fb85e48fcdcc649cfa4187ed85cea4
tokscale,external/misc/tokscale,Misc,Submodule,"Submodule at external/misc/tokscale (Version: v1.0.18-1-g279c611)",Project dependency,Git Submodule,Active,2025-12-30 13:30:53 +0900,279c611d0ada46bafe6618aa7dd1307fa04c047b
opencode-bench,external/opencode-bench,Other,Submodule,"Submodule at external/opencode-bench (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-28 14:46:50 -0500,bec3f65e296f7759c514f8de4dd807a4d5e7737f
opencode-core,external/opencode-core,Other,Submodule,"Submodule at external/opencode-core (Version: latest-695-gc82ab649e)",Project dependency,Git Submodule,Active,2025-12-30 00:14:10 -0600,c82ab649e2307237b480a94dbb7df6d77a8bf71a
opencode-sdk-go,external/opencode-sdk-go,Other,Submodule,"Submodule at external/opencode-sdk-go (Version: v0.19.2)",Project dependency,Git Submodule,Active,2025-12-18 04:01:22 +0000,1f8f6faf2bec1f8c3e606df1af37f301da634914
opencode-sdk-js,external/opencode-sdk-js,Other,Submodule,"Submodule at external/opencode-sdk-js (Version: v0.1.0-alpha.21)",Project dependency,Git Submodule,Active,2025-07-28 17:06:01 +0000,bc179eb18481a5dc07ca522d9a169d817fc36159
opencode-sdk-python,external/opencode-sdk-python,Other,Submodule,"Submodule at external/opencode-sdk-python (Version: v0.1.0-alpha.36)",Project dependency,Git Submodule,Active,2025-08-27 02:38:36 +0000,817f1a08163452fd7fcfbb1268b262cc78a9d629
ericc-ch-opencode-plugins,external/plugins/ericc-ch-opencode-plugins,Plugin,Submodule,"Submodule at external/plugins/ericc-ch-opencode-plugins (Version: opencode-plugin-copilot@0.0.6)",Project dependency,Git Submodule,Active,2025-09-09 16:56:01 +0700,f65469abd5e9bfbf473540cdc7ec18915d1c3eed
opencode-background,external/plugins/opencode-background,Plugin,Submodule,"Submodule at external/plugins/opencode-background (Version: v0.2.0-alpha.2)",Project dependency,Git Submodule,Active,2025-11-22 15:05:58 +1030,63156b4d05841bfdfeec0b9b78fa55f576a6f4e2
opencode-codex-plugin,external/plugins/opencode-codex-plugin,Plugin,Submodule,"Submodule at external/plugins/opencode-codex-plugin (Version: heads/master)",Project dependency,Git Submodule,Active,2025-11-24 12:43:05 +0700,b7387b802dda0ebab3e028b82287d387b44a8c05
opencode-codex-provider,external/plugins/opencode-codex-provider,Plugin,Submodule,"Submodule at external/plugins/opencode-codex-provider (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-09 05:32:29 +0100,e4454c4a6365ba2ff9522bcc46782bd1add0cdc5
opencode-dynamic-context-pruning,external/plugins/opencode-dynamic-context-pruning,Plugin,Submodule,"Submodule at external/plugins/opencode-dynamic-context-pruning (Version: v1.1.2)",Project dependency,Git Submodule,Active,2025-12-26 00:45:54 -0500,a5731e6e2acba6e7dff3eaea81f59cdcf951d0df
opencode-google-ai-search,external/plugins/opencode-google-ai-search,Plugin,Submodule,"Submodule at external/plugins/opencode-google-ai-search (Version: heads/master)",Project dependency,Git Submodule,Active,2025-09-16 22:28:30 +0100,70c8b250335315ab35d33db7943f06d6c1df7257
opencode-md-table-formatter,external/plugins/opencode-md-table-formatter,Plugin,Submodule,"Submodule at external/plugins/opencode-md-table-formatter (Version: v0.0.3-3-g24b7ce2)",Project dependency,Git Submodule,Active,2025-12-09 15:38:34 +0100,24b7ce20f1abdd41a7fd246f0e420f2d89d26619
opencode-morph-fast-apply,external/plugins/opencode-morph-fast-apply,Plugin,Submodule,"Submodule at external/plugins/opencode-morph-fast-apply (Version: heads/trunk)",Project dependency,Git Submodule,Active,2025-12-22 17:16:30 -0500,08b54623ec5c3520117e405384ac932b622a836e
opencode-notificator,external/plugins/opencode-notificator,Plugin,Submodule,"Submodule at external/plugins/opencode-notificator (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-29 22:46:30 +0100,467da26311e41507bcb3cdc3c5cb032ee7ad15bf
opencode-notifier,external/plugins/opencode-notifier,Plugin,Submodule,"Submodule at external/plugins/opencode-notifier (Version: heads/main)",Project dependency,Git Submodule,Active,2026-01-02 12:20:43 +0530,5618f12906a5e4ae694d6e39b4a95c70491bf8e3
opencode-shell-strategy,external/plugins/opencode-shell-strategy,Plugin,Submodule,"Submodule at external/plugins/opencode-shell-strategy (Version: heads/trunk)",Project dependency,Git Submodule,Active,2025-12-22 16:50:42 -0500,edf5c421df2c95f5f9f9fc66ea245f775c6b2b54
opencode-skillful,external/plugins/opencode-skillful,Plugin,Submodule,"Submodule at external/plugins/opencode-skillful (Version: v1.2.1-2-g5483b9c)",Project dependency,Git Submodule,Active,2026-01-02 17:09:40 +1030,5483b9c2d3535ce13a3927abed2dec987efb5512
opencode-smart-title,external/plugins/opencode-smart-title,Plugin,Submodule,"Submodule at external/plugins/opencode-smart-title (Version: v0.1.7)",Project dependency,Git Submodule,Active,2025-12-25 00:15:24 -0500,3511d1da4beb8f381df84ffa71000834308dc0a1
opencode-type-inject,external/plugins/opencode-type-inject,Plugin,Submodule,"Submodule at external/plugins/opencode-type-inject (Version: v1.3.1)",Project dependency,Git Submodule,Active,2025-12-18 15:30:09 +0200,bc48d0db4edf5bc8fb210cd3e4efa2cc16e2fb95
opencode-wakatime,external/plugins/opencode-wakatime,Plugin,Submodule,"Submodule at external/plugins/opencode-wakatime (Version: v1.1.0-3-gf3ad7e4)",Project dependency,Git Submodule,Active,2025-12-25 12:53:44 +0100,f3ad7e4c220684f0b0780c2e444919e24084e56c
opencode-websearch-cited,external/plugins/opencode-websearch-cited,Plugin,Submodule,"Submodule at external/plugins/opencode-websearch-cited (Version: v1.1.1)",Project dependency,Git Submodule,Active,2025-12-15 19:27:35 +0800,57cfe329635f55f4452e275b190afb3924dead4f
opencode-zed-extension,external/plugins/opencode-zed-extension,Plugin,Submodule,"Submodule at external/plugins/opencode-zed-extension (Version: heads/main)",Project dependency,Git Submodule,Active,2025-11-08 15:50:34 -0600,b0c9958e2dd1caceaf94b402ddc8cf09efc7cce5
pickle-thinker,external/plugins/pickle-thinker,Plugin,Submodule,"Submodule at external/plugins/pickle-thinker (Version: heads/master)",Project dependency,Git Submodule,Active,2025-12-20 02:10:32 +0000,8c93727eb056e89ff6c87d735c9b3129d390f8c7
shantur-opencode-gemini-auth,external/plugins/shantur-opencode-gemini-auth,Plugin,Submodule,"Submodule at external/plugins/shantur-opencode-gemini-auth (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-29 09:58:49 +0100,972c11fcfa54198947981c4d787d055d080f598c
OpenCodeEval,external/research/OpenCodeEval,Research,Submodule,"Submodule at external/research/OpenCodeEval (Version: heads/main)",Project dependency,Git Submodule,Active,2025-08-21 10:24:47 +0800,ff4e8914e2037374c1ed21531eabdab9553fc410
OpenCoder-llm,external/research/OpenCoder-llm,Research,Submodule,"Submodule at external/research/OpenCoder-llm (Version: heads/main)",Project dependency,Git Submodule,Active,2024-12-09 00:45:41 +0800,6131c472c87dc832f3701f8ab4cc8baa7b9c688b
OpenQode,external/research/OpenQode,Research,Submodule,"Submodule at external/research/OpenQode (Version: heads/main)",Project dependency,Git Submodule,Active,2026-01-07 18:22:19 -0500,9897dfb107b1ad4afb602accf0b4a9fde8a558e3
opencoder,external/research/opencoder,Research,Submodule,"Submodule at external/research/opencoder (Version: heads/main)",Project dependency,Git Submodule,Active,2025-04-23 20:45:45 +0700,08ab3a83607dea05e58ec5f39aa2c3758d93c723
awesome-llm-skills,external/skills_repos/awesome-llm-skills,Skill,Submodule,"Submodule at external/skills_repos/awesome-llm-skills (Version: heads/master)",Project dependency,Git Submodule,Active,2025-12-25 18:21:50 +0530,d62d6510cf186b3c3cbd5c09895924d3469a9f9b
malhashemi-skills,external/skills_repos/malhashemi-skills,Skill,Submodule,"Submodule at external/skills_repos/malhashemi-skills (Version: v0.0.2-43-g5579eff)",Project dependency,Git Submodule,Active,2025-12-23 05:52:40 +0300,5579effe2d88524092e0353fb66c48fe7b9975bc
opencode-agent-skills,external/skills_repos/opencode-agent-skills,Skill,Submodule,"Submodule at external/skills_repos/opencode-agent-skills (Version: v0.6.3-2-gb5b9f5e)",Project dependency,Git Submodule,Active,2025-12-28 12:28:23 -0600,b5b9f5ef03b07f9cd129fe82ff266bf7abd8c3c2
skills-example,external/skills_repos/skills-example,Skill,Submodule,"Submodule at external/skills_repos/skills-example (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-26 21:54:08 +0000,268af9a426c2c4b6bc6212553aac3c4f34367ba3
swarm-tools,external/skills_repos/swarm-tools,Skill,Submodule,"Submodule at external/skills_repos/swarm-tools (Version: @swarmtools/evals@0.2.9-18-g5ebc9cc)",Project dependency,Git Submodule,Active,2025-12-29 18:10:15 -0800,5ebc9cca6ff556468219b6d558d5d25ccf752f96
OpenCodeRunner,external/tools/OpenCodeRunner,Tool,Submodule,"Submodule at external/tools/OpenCodeRunner (Version: heads/main)",Project dependency,Git Submodule,Active,2025-09-20 15:14:48 +0800,805c2d3bcae6e3fbecdeee7b7bac9ab370de3e52
convx,external/tools/convx,Tool,Submodule,"Submodule at external/tools/convx (Version: heads/main)",Project dependency,Git Submodule,Active,2025-08-21 10:24:52 -0400,4acf3a09016258d3958c2c9a8030406b4532e759
cupcake,external/tools/cupcake,Tool,Submodule,"Submodule at external/tools/cupcake (Version: v0.5.1-9-gda8fd54)",Project dependency,Git Submodule,Active,2025-12-24 11:30:06 -0800,da8fd54f7b80069e769e53a434c69788d7d01288
lunaroute,external/tools/lunaroute,Tool,Submodule,"Submodule at external/tools/lunaroute (Version: v0.1.9-19-g4e3eafe)",Project dependency,Git Submodule,Active,2025-11-25 09:43:30 -0800,4e3eafea60db3f2151847532aee02b2b5e03ea63
repo,external/tools/mcpc/repo,Tool,Submodule,"Submodule at external/tools/mcpc/repo (Version: v0.1.6-5-g5eccff2)",Project dependency,Git Submodule,Active,2026-01-02 16:36:56 -0800,5eccff2294df800182f519e9103efb17aa1c8889
occtx,external/tools/occtx,Tool,Submodule,"Submodule at external/tools/occtx (Version: v0.1.0)",Project dependency,Git Submodule,Active,2025-09-19 13:25:39 +0700,85469337aab7693dc3aa0273f74048c2c11cc1a1
opencode_tools,external/tools/opencode_tools,Tool,Submodule,"Submodule at external/tools/opencode_tools (Version: heads/main)",Project dependency,Git Submodule,Active,2025-11-19 21:59:53 +0100,0ad8234e2f1fa6ecf91557be38f1e35afdbd3857
poe-code,external/tools/poe-code,Tool,Submodule,"Submodule at external/tools/poe-code (Version: v1.0.3-152-gcc27ebf)",Project dependency,Git Submodule,Active,2025-12-23 21:37:44 -0600,cc27ebf47bc0496c10167e1f20fc146e8f67ccd6
splitrail,external/tools/splitrail,Tool,Submodule,"Submodule at external/tools/splitrail (Version: v3.2.1-8-gb6340be)",Project dependency,Git Submodule,Active,2025-12-27 00:16:32 +0000,b6340be2b62a79f4ac76c527bdb5f70db5bddb55
opencode-gui,external/web_repos/opencode-gui,Web,Submodule,"Submodule at external/web_repos/opencode-gui (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-20 21:00:58 -0500,33420bfaf0c7c17bc45c4da9e2e5687fb0b5fed0
opencode-web-chris-tse,external/web_repos/opencode-web-chris-tse,Web,Submodule,"Submodule at external/web_repos/opencode-web-chris-tse (Version: heads/main)",Project dependency,Git Submodule,Active,2025-07-15 11:11:36 -0500,0ab3c855189064e756aec2be27617e5caf9d56ff
opencode-web-nihalshetty0,external/web_repos/opencode-web-nihalshetty0,Web,Submodule,"Submodule at external/web_repos/opencode-web-nihalshetty0 (Version: heads/main)",Project dependency,Git Submodule,Active,2025-07-16 12:33:54 +0530,fb6e3352b63c6dfc75fbc2b997f96786c7414517
opencodespace,external/web_repos/opencodespace,Web,Submodule,"Submodule at external/web_repos/opencodespace (Version: v0.5.0-1-g3c05d50)",Project dependency,Git Submodule,Active,2025-07-28 09:22:51 -0700,3c05d50dd922640898a777955064b9cfc056a88f
opengui,external/web_repos/opengui,Web,Submodule,"Submodule at external/web_repos/opengui (Version: heads/main)",Project dependency,Git Submodule,Active,2025-10-02 14:59:27 -0700,2652e685de33aae028e422ae3d30997f225d231d
portal,external/web_repos/portal,Web,Submodule,"Submodule at external/web_repos/portal (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-30 09:53:35 +0530,951269624678c8461efd07c0188eb995ebb4131e
superset,external/web_repos/superset,Web,Submodule,"Submodule at external/web_repos/superset (Version: desktop-v0.0.20-135-g42dc9ecf)",Project dependency,Git Submodule,Active,2025-12-29 18:54:56 -0800,42dc9ecfad1991001eb2ef5bb3ebb0c4e9a86245
kapture,kapture,Other,Submodule,"Submodule at kapture (Version: v2.0.0-12-ga9ea1d9)",Project dependency,Git Submodule,Active,2025-07-14 19:59:12 -0700,a9ea1d99ba670d79126da59b4793d27cb9691734
openevolve,openevolve,Other,Submodule,"Submodule at openevolve (Version: v0.2.25-2-g75bc298)",Project dependency,Git Submodule,Active,2025-12-24 10:58:18 +0530,75bc29894b188b2434bf32c0db601f9dfbb41d5f
MCP-SuperAssistant,references/MCP-SuperAssistant,Reference,Submodule,"Submodule at references/MCP-SuperAssistant (Version: v.0.5.8)",Project dependency,Git Submodule,Active,2025-11-03 19:55:47 +0530,c8ccc184e16c28842219bcd6e1f3d120e7b7b579
MCP-Zero,references/MCP-Zero,Reference,Submodule,"Submodule at references/MCP-Zero (Version: heads/master)",Project dependency,Git Submodule,Active,2025-07-02 19:53:57 +0800,fd666c44c9290a671949b974444c30f4ab161622
Polymcp,references/Polymcp,Reference,Submodule,"Submodule at references/Polymcp (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-03 10:23:14 +0100,f2487d73d1661c2b2fe7a61e2ce1126b73f2f864
Puzld.ai,references/Puzld.ai,Reference,Submodule,"Submodule at references/Puzld.ai (Version: v0.1.9-53-g77ff444)",Project dependency,Git Submodule,Active,2025-12-11 02:51:58 +0100,77ff444071f2627fbfeaa0bc3faa57abf488985b
Super-MCP,references/Super-MCP,Reference,Submodule,"Submodule at references/Super-MCP (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-08 12:13:54 +0000,cf8b782f5a64e944fbf36c1286591104ed42aea1
agents-md,references/agents-md,Reference,Submodule,"Submodule at references/agents-md (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-19 15:06:43 -0500,efab70c4420be0472c6795a02be0bcf4d5ea0b2b
BMAD-METHOD,references/agents/BMAD-METHOD,Reference,Submodule,"Submodule at references/agents/BMAD-METHOD (Version: 6.0.0-alpha.21-15-g484990de)",Project dependency,Git Submodule,Active,2025-12-29 19:35:20 +0800,484990de5033fa906be6d3e490bdb5f4e7e63127
OpenHands,references/agents/OpenHands,Reference,Submodule,"Submodule at references/agents/OpenHands (Version: 0.22.0-2502-gd5e83d0f0)",Project dependency,Git Submodule,Active,2025-12-29 23:50:40 +0000,d5e83d0f06e5112e0c64866806348926582daeb4
OpenHands-CLI,references/agents/OpenHands-CLI,Reference,Submodule,"Submodule at references/agents/OpenHands-CLI (Version: heads/main)",Project dependency,Git Submodule,Active,2026-01-02 12:30:09 -0500,be11934e615c1d2fd2eac27d0d0fd9150b012c1a
agent-zero,references/agents/agent-zero,Reference,Submodule,"Submodule at references/agents/agent-zero (Version: v0.9.7-12-ga54768c)",Project dependency,Git Submodule,Active,2025-12-29 07:42:17 +0100,a54768cb2a7a4407b3907cae4c85344638af8efa
amplifier,references/agents/amplifier,Reference,Submodule,"Submodule at references/agents/amplifier (Version: heads/main)",Project dependency,Git Submodule,Active,2025-12-29 22:51:32 -0800,4a763b1b56fd4dabcbb9648e24ce7f14c0d0ce26
autogen,references/agents/autogen,Reference,Submodule,"Submodule at references/agents/autogen (Version: v0.1.10-2929-g13e144e54)",Project dependency,Git Submodule,Active,2025-10-04 01:06:04 +0000,13e144e5476a76ca0d76bf4f07a6401d133a03ed
